id,uri,nome,siglaPartido,uriPartido,siglaUf,idLegislatura,urlFoto,email
204495,https://dadosabertos.camara.leg.br/api/v2/deputados/204495,Airton Faleiro,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,PA,57,https://www.camara.leg.br/internet/deputado/bandep/204495.jpg,dep.airtonfaleiro@camara.leg.br
204549,https://dadosabertos.camara.leg.br/api/v2/deputados/204549,AJ Albuquerque,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,CE,57,https://www.camara.leg.br/internet/deputado/bandep/204549.jpg,dep.ajalbuquerque@camara.leg.br
73579,https://dadosabertos.camara.leg.br/api/v2/deputados/73579,Alberto Fraga,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,DF,57,https://www.camara.leg.br/internet/deputado/bandep/73579.jpg,dep.albertofraga@camara.leg.br
74696,https://dadosabertos.camara.leg.br/api/v2/deputados/74696,Alberto Mourão,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,SP,57,https://www.camara.leg.br/internet/deputado/bandep/74696.jpg,
220538,https://dadosabertos.camara.leg.br/api/v2/deputados/220538,Albuquerque,REPUBLICANOS,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,RR,57,https://www.camara.leg.br/internet/deputado/bandep/220538.jpg,dep.albuquerque@camara.leg.br
160559,https://dadosabertos.camara.leg.br/api/v2/deputados/160559,Alceu Moreira,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,RS,57,https://www.camara.leg.br/internet/deputado/bandep/160559.jpg,dep.alceumoreira@camara.leg.br
204501,https://dadosabertos.camara.leg.br/api/v2/deputados/204501,Alencar Santana,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,SP,57,https://www.camara.leg.br/internet/deputado/bandep/204501.jpg,dep.alencarsantana@camara.leg.br
178972,https://dadosabertos.camara.leg.br/api/v2/deputados/178972,Alex Manente,CIDADANIA,https://dadosabertos.camara.leg.br/api/v2/partidos/37905,SP,57,https://www.camara.leg.br/internet/deputado/bandep/178972.jpg,dep.alexmanente@camara.leg.br
204571,https://dadosabertos.camara.leg.br/api/v2/deputados/204571,Alex Santana,REPUBLICANOS,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,BA,57,https://www.camara.leg.br/internet/deputado/bandep/204571.jpg,dep.alexsantana@camara.leg.br
220542,https://dadosabertos.camara.leg.br/api/v2/deputados/220542,Alexandre Guimarães,REPUBLICANOS,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,TO,57,https://www.camara.leg.br/internet/deputado/bandep/220542.jpg,dep.alexandreguimaraes@camara.leg.br
220542,https://dadosabertos.camara.leg.br/api/v2/deputados/220542,Alexandre Guimarães,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,TO,57,https://www.camara.leg.br/internet/deputado/bandep/220542.jpg,dep.alexandreguimaraes@camara.leg.br
160545,https://dadosabertos.camara.leg.br/api/v2/deputados/160545,Alexandre Leite,UNIÃO,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,SP,57,https://www.camara.leg.br/internet/deputado/bandep/160545.jpg,
220554,https://dadosabertos.camara.leg.br/api/v2/deputados/220554,Alexandre Lindenmeyer,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,RS,57,https://www.camara.leg.br/internet/deputado/bandep/220554.jpg,dep.alexandrelindenmeyer@camara.leg.br
204503,https://dadosabertos.camara.leg.br/api/v2/deputados/204503,Alexandre Padilha,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,SP,57,https://www.camara.leg.br/internet/deputado/bandep/204503.jpg,
221148,https://dadosabertos.camara.leg.br/api/v2/deputados/221148,Alfredinho,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,SP,57,https://www.camara.leg.br/internet/deputado/bandep/221148.jpg,dep.alfredinho@camara.leg.br
220576,https://dadosabertos.camara.leg.br/api/v2/deputados/220576,Alfredo Gaspar,UNIÃO,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,AL,57,https://www.camara.leg.br/internet/deputado/bandep/220576.jpg,dep.alfredogaspar@camara.leg.br
74057,https://dadosabertos.camara.leg.br/api/v2/deputados/74057,Alice Portugal,PCdoB,https://dadosabertos.camara.leg.br/api/v2/partidos/36779,BA,57,https://www.camara.leg.br/internet/deputado/bandep/74057.jpg,dep.aliceportugal@camara.leg.br
178927,https://dadosabertos.camara.leg.br/api/v2/deputados/178927,Aliel Machado,PV,https://dadosabertos.camara.leg.br/api/v2/partidos/36851,PR,57,https://www.camara.leg.br/internet/deputado/bandep/178927.jpg,dep.alielmachado@camara.leg.br
226708,https://dadosabertos.camara.leg.br/api/v2/deputados/226708,Allan Garcês,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,MA,57,https://www.camara.leg.br/internet/deputado/bandep/226708.jpg,dep.allangarces@camara.leg.br
178937,https://dadosabertos.camara.leg.br/api/v2/deputados/178937,Altineu Côrtes,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,RJ,57,https://www.camara.leg.br/internet/deputado/bandep/178937.jpg,dep.altineucortes@camara.leg.br
178881,https://dadosabertos.camara.leg.br/api/v2/deputados/178881,Aluisio Mendes,PSC,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,MA,57,https://www.camara.leg.br/internet/deputado/bandep/178881.jpg,dep.aluisiomendes@camara.leg.br
178881,https://dadosabertos.camara.leg.br/api/v2/deputados/178881,Aluisio Mendes,REPUBLICANOS,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,MA,57,https://www.camara.leg.br/internet/deputado/bandep/178881.jpg,dep.aluisiomendes@camara.leg.br
220596,https://dadosabertos.camara.leg.br/api/v2/deputados/220596,Amália Barros,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,MT,57,https://www.camara.leg.br/internet/deputado/bandep/220596.jpg,
220707,https://dadosabertos.camara.leg.br/api/v2/deputados/220707,Amanda Gentil,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,MA,57,https://www.camara.leg.br/internet/deputado/bandep/220707.jpg,dep.amandagentil@camara.leg.br
204356,https://dadosabertos.camara.leg.br/api/v2/deputados/204356,Amaro Neto,REPUBLICANOS,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,ES,57,https://www.camara.leg.br/internet/deputado/bandep/204356.jpg,dep.amaroneto@camara.leg.br
220715,https://dadosabertos.camara.leg.br/api/v2/deputados/220715,Amom Mandel,CIDADANIA,https://dadosabertos.camara.leg.br/api/v2/partidos/37905,AM,57,https://www.camara.leg.br/internet/deputado/bandep/220715.jpg,dep.amommandel@camara.leg.br
107970,https://dadosabertos.camara.leg.br/api/v2/deputados/107970,Ana Paula Leão,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,MG,57,https://www.camara.leg.br/internet/deputado/bandep/107970.jpg,dep.anapaulaleao@camara.leg.br
220556,https://dadosabertos.camara.leg.br/api/v2/deputados/220556,Ana Paula Lima,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,SC,57,https://www.camara.leg.br/internet/deputado/bandep/220556.jpg,dep.anapaulalima@camara.leg.br
220632,https://dadosabertos.camara.leg.br/api/v2/deputados/220632,Ana Pimentel,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,MG,57,https://www.camara.leg.br/internet/deputado/bandep/220632.jpg,dep.anapimentel@camara.leg.br
220657,https://dadosabertos.camara.leg.br/api/v2/deputados/220657,André Fernandes,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,CE,57,https://www.camara.leg.br/internet/deputado/bandep/220657.jpg,dep.andrefernandes@camara.leg.br
204423,https://dadosabertos.camara.leg.br/api/v2/deputados/204423,André Ferreira,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,PE,57,https://www.camara.leg.br/internet/deputado/bandep/204423.jpg,dep.andreferreira@camara.leg.br
133439,https://dadosabertos.camara.leg.br/api/v2/deputados/133439,André Figueiredo,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,CE,57,https://www.camara.leg.br/internet/deputado/bandep/133439.jpg,dep.andrefigueiredo@camara.leg.br
178882,https://dadosabertos.camara.leg.br/api/v2/deputados/178882,André Fufuca,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,MA,57,https://www.camara.leg.br/internet/deputado/bandep/178882.jpg,
204515,https://dadosabertos.camara.leg.br/api/v2/deputados/204515,André Janones,AVANTE,https://dadosabertos.camara.leg.br/api/v2/partidos/36898,MG,57,https://www.camara.leg.br/internet/deputado/bandep/204515.jpg,dep.andrejanones@camara.leg.br
220676,https://dadosabertos.camara.leg.br/api/v2/deputados/220676,Andreia Siqueira,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,PA,57,https://www.camara.leg.br/internet/deputado/bandep/220676.jpg,dep.andreiasiqueira@camara.leg.br
123756,https://dadosabertos.camara.leg.br/api/v2/deputados/123756,Antônia Lúcia,REPUBLICANOS,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,AC,57,https://www.camara.leg.br/internet/deputado/bandep/123756.jpg,dep.antonialucia@camara.leg.br
220544,https://dadosabertos.camara.leg.br/api/v2/deputados/220544,Antonio Andrade,REPUBLICANOS,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,TO,57,https://www.camara.leg.br/internet/deputado/bandep/220544.jpg,dep.antonioandrade@camara.leg.br
160553,https://dadosabertos.camara.leg.br/api/v2/deputados/160553,Antonio Brito,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,BA,57,https://www.camara.leg.br/internet/deputado/bandep/160553.jpg,dep.antoniobrito@camara.leg.br
220638,https://dadosabertos.camara.leg.br/api/v2/deputados/220638,Antonio Carlos Rodrigues,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,SP,57,https://www.camara.leg.br/internet/deputado/bandep/220638.jpg,dep.antoniocarlosrodrigues@camara.leg.br
220675,https://dadosabertos.camara.leg.br/api/v2/deputados/220675,Antônio Doido,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,PA,57,https://www.camara.leg.br/internet/deputado/bandep/220675.jpg,dep.antoniodoido@camara.leg.br
220549,https://dadosabertos.camara.leg.br/api/v2/deputados/220549,Any Ortiz,CIDADANIA,https://dadosabertos.camara.leg.br/api/v2/partidos/37905,RS,57,https://www.camara.leg.br/internet/deputado/bandep/220549.jpg,dep.anyortiz@camara.leg.br
73433,https://dadosabertos.camara.leg.br/api/v2/deputados/73433,Arlindo Chinaglia,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,SP,57,https://www.camara.leg.br/internet/deputado/bandep/73433.jpg,dep.arlindochinaglia@camara.leg.br
141391,https://dadosabertos.camara.leg.br/api/v2/deputados/141391,Arnaldo Jardim,CIDADANIA,https://dadosabertos.camara.leg.br/api/v2/partidos/37905,SP,57,https://www.camara.leg.br/internet/deputado/bandep/141391.jpg,dep.arnaldojardim@camara.leg.br
160541,https://dadosabertos.camara.leg.br/api/v2/deputados/160541,Arthur Lira,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,AL,57,https://www.camara.leg.br/internet/deputado/bandep/160541.jpg,dep.arthurlira@camara.leg.br
160600,https://dadosabertos.camara.leg.br/api/v2/deputados/160600,Arthur Oliveira Maia,UNIÃO,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,BA,57,https://www.camara.leg.br/internet/deputado/bandep/160600.jpg,dep.arthuroliveiramaia@camara.leg.br
74090,https://dadosabertos.camara.leg.br/api/v2/deputados/74090,Átila Lins,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,AM,57,https://www.camara.leg.br/internet/deputado/bandep/74090.jpg,dep.atilalins@camara.leg.br
123086,https://dadosabertos.camara.leg.br/api/v2/deputados/123086,Átila Lira,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,PI,57,https://www.camara.leg.br/internet/deputado/bandep/123086.jpg,dep.atilalira@camara.leg.br
160665,https://dadosabertos.camara.leg.br/api/v2/deputados/160665,Augusto Coutinho,REPUBLICANOS,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,PE,57,https://www.camara.leg.br/internet/deputado/bandep/160665.jpg,dep.augustocoutinho@camara.leg.br
220577,https://dadosabertos.camara.leg.br/api/v2/deputados/220577,Augusto Pupio,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,AP,57,https://www.camara.leg.br/internet/deputado/bandep/220577.jpg,dep.augustopuppio@camara.leg.br
220577,https://dadosabertos.camara.leg.br/api/v2/deputados/220577,Augusto Puppio,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,AP,57,https://www.camara.leg.br/internet/deputado/bandep/220577.jpg,dep.augustopuppio@camara.leg.br
160512,https://dadosabertos.camara.leg.br/api/v2/deputados/160512,Aureo Ribeiro,SOLIDARIEDADE,https://dadosabertos.camara.leg.br/api/v2/partidos/37904,RJ,57,https://www.camara.leg.br/internet/deputado/bandep/160512.jpg,dep.aureoribeiro@camara.leg.br
69871,https://dadosabertos.camara.leg.br/api/v2/deputados/69871,Bacelar,PV,https://dadosabertos.camara.leg.br/api/v2/partidos/36851,BA,57,https://www.camara.leg.br/internet/deputado/bandep/69871.jpg,dep.bacelar@camara.leg.br
178975,https://dadosabertos.camara.leg.br/api/v2/deputados/178975,Baleia Rossi,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,SP,57,https://www.camara.leg.br/internet/deputado/bandep/178975.jpg,dep.baleiarossi@camara.leg.br
220605,https://dadosabertos.camara.leg.br/api/v2/deputados/220605,Bandeira de Mello,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,RJ,57,https://www.camara.leg.br/internet/deputado/bandep/220605.jpg,dep.bandeirademello@camara.leg.br
220612,https://dadosabertos.camara.leg.br/api/v2/deputados/220612,Bebeto,PTB,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,RJ,57,https://www.camara.leg.br/internet/deputado/bandep/220612.jpg,dep.bebeto@camara.leg.br
220612,https://dadosabertos.camara.leg.br/api/v2/deputados/220612,Bebeto,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,RJ,57,https://www.camara.leg.br/internet/deputado/bandep/220612.jpg,dep.bebeto@camara.leg.br
73701,https://dadosabertos.camara.leg.br/api/v2/deputados/73701,Benedita da Silva,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,RJ,57,https://www.camara.leg.br/internet/deputado/bandep/73701.jpg,dep.beneditadasilva@camara.leg.br
109429,https://dadosabertos.camara.leg.br/api/v2/deputados/109429,Benes Leocádio,UNIÃO,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,RN,57,https://www.camara.leg.br/internet/deputado/bandep/109429.jpg,dep.benesleocadio@camara.leg.br
204358,https://dadosabertos.camara.leg.br/api/v2/deputados/204358,Beto Pereira,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,MS,57,https://www.camara.leg.br/internet/deputado/bandep/204358.jpg,dep.betopereira@camara.leg.br
220698,https://dadosabertos.camara.leg.br/api/v2/deputados/220698,Beto Preto,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,PR,57,https://www.camara.leg.br/internet/deputado/bandep/220698.jpg,
220683,https://dadosabertos.camara.leg.br/api/v2/deputados/220683,Beto Richa,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,PR,57,https://www.camara.leg.br/internet/deputado/bandep/220683.jpg,dep.betoricha@camara.leg.br
204374,https://dadosabertos.camara.leg.br/api/v2/deputados/204374,Bia Kicis,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,DF,57,https://www.camara.leg.br/internet/deputado/bandep/204374.jpg,dep.biakicis@camara.leg.br
204388,https://dadosabertos.camara.leg.br/api/v2/deputados/204388,Bibo Nunes,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,RS,57,https://www.camara.leg.br/internet/deputado/bandep/204388.jpg,dep.bibonunes@camara.leg.br
160538,https://dadosabertos.camara.leg.br/api/v2/deputados/160538,Bohn Gass,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,RS,57,https://www.camara.leg.br/internet/deputado/bandep/160538.jpg,dep.bohngass@camara.leg.br
74052,https://dadosabertos.camara.leg.br/api/v2/deputados/74052,Bosco Costa,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,SE,57,https://www.camara.leg.br/internet/deputado/bandep/74052.jpg,
210989,https://dadosabertos.camara.leg.br/api/v2/deputados/210989,Bruno Farias,AVANTE,https://dadosabertos.camara.leg.br/api/v2/partidos/36898,MG,57,https://www.camara.leg.br/internet/deputado/bandep/210989.jpg,dep.brunofarias@camara.leg.br
220635,https://dadosabertos.camara.leg.br/api/v2/deputados/220635,Bruno Ganem,PODE,https://dadosabertos.camara.leg.br/api/v2/partidos/36896,SP,57,https://www.camara.leg.br/internet/deputado/bandep/220635.jpg,dep.brunoganem@camara.leg.br
220574,https://dadosabertos.camara.leg.br/api/v2/deputados/220574,Cabo Gilberto Silva,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,PB,57,https://www.camara.leg.br/internet/deputado/bandep/220574.jpg,dep.cabogilbertosilva@camara.leg.br
143942,https://dadosabertos.camara.leg.br/api/v2/deputados/143942,Caio Vianna,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,RJ,57,https://www.camara.leg.br/internet/deputado/bandep/143942.jpg,dep.caiovianna@camara.leg.br
220548,https://dadosabertos.camara.leg.br/api/v2/deputados/220548,Camila Jara,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,MS,57,https://www.camara.leg.br/internet/deputado/bandep/220548.jpg,dep.camilajara@camara.leg.br
204572,https://dadosabertos.camara.leg.br/api/v2/deputados/204572,Capitão Alberto Neto,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,AM,57,https://www.camara.leg.br/internet/deputado/bandep/204572.jpg,dep.capitaoalbertoneto@camara.leg.br
220690,https://dadosabertos.camara.leg.br/api/v2/deputados/220690,Capitão Alden,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,BA,57,https://www.camara.leg.br/internet/deputado/bandep/220690.jpg,dep.capitaoalden@camara.leg.br
178829,https://dadosabertos.camara.leg.br/api/v2/deputados/178829,Capitão Augusto,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,SP,57,https://www.camara.leg.br/internet/deputado/bandep/178829.jpg,dep.capitaoaugusto@camara.leg.br
229069,https://dadosabertos.camara.leg.br/api/v2/deputados/229069,Capitão Samuel,PP,https://dadosabertos.camara.leg.br/api/v2/partidos/37903,SE,57,https://www.camara.leg.br/internet/deputado/bandep/229069.jpg,
229106,https://dadosabertos.camara.leg.br/api/v2/deputados/229106,Carla Ayres,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,SC,57,https://www.camara.leg.br/internet/deputado/bandep/229106.jpg,
213762,https://dadosabertos.camara.leg.br/api/v2/deputados/213762,Carla Dickson,UNIÃO,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,RN,57,https://www.camara.leg.br/internet/deputado/bandep/213762.jpg,dep.carladickson@camara.leg.br
204507,https://dadosabertos.camara.leg.br/api/v2/deputados/204507,Carla Zambelli,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,SP,57,https://www.camara.leg.br/internet/deputado/bandep/204507.jpg,
204361,https://dadosabertos.camara.leg.br/api/v2/deputados/204361,Carlos Chiodini,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,SC,57,https://www.camara.leg.br/internet/deputado/bandep/204361.jpg,
178962,https://dadosabertos.camara.leg.br/api/v2/deputados/178962,Carlos Gomes,REPUBLICANOS,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,RS,57,https://www.camara.leg.br/internet/deputado/bandep/178962.jpg,
178993,https://dadosabertos.camara.leg.br/api/v2/deputados/178993,Carlos Henrique Gaguim,UNIÃO,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,TO,57,https://www.camara.leg.br/internet/deputado/bandep/178993.jpg,dep.carloshenriquegaguim@camara.leg.br
204460,https://dadosabertos.camara.leg.br/api/v2/deputados/204460,Carlos Jordy,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,RJ,57,https://www.camara.leg.br/internet/deputado/bandep/204460.jpg,dep.carlosjordy@camara.leg.br
74262,https://dadosabertos.camara.leg.br/api/v2/deputados/74262,Carlos Sampaio,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,SP,57,https://www.camara.leg.br/internet/deputado/bandep/74262.jpg,dep.carlossampaio@camara.leg.br
74262,https://dadosabertos.camara.leg.br/api/v2/deputados/74262,Carlos Sampaio,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,SP,57,https://www.camara.leg.br/internet/deputado/bandep/74262.jpg,dep.carlossampaio@camara.leg.br
204426,https://dadosabertos.camara.leg.br/api/v2/deputados/204426,Carlos Veras,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,PE,57,https://www.camara.leg.br/internet/deputado/bandep/204426.jpg,dep.carlosveras@camara.leg.br
141398,https://dadosabertos.camara.leg.br/api/v2/deputados/141398,Carlos Zarattini,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,SP,57,https://www.camara.leg.br/internet/deputado/bandep/141398.jpg,dep.carloszarattini@camara.leg.br
164360,https://dadosabertos.camara.leg.br/api/v2/deputados/164360,Carmen Zanotto,CIDADANIA,https://dadosabertos.camara.leg.br/api/v2/partidos/37905,SC,57,https://www.camara.leg.br/internet/deputado/bandep/164360.jpg,
220704,https://dadosabertos.camara.leg.br/api/v2/deputados/220704,Carol Dartora,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,PR,57,https://www.camara.leg.br/internet/deputado/bandep/220704.jpg,dep.caroldartora@camara.leg.br
204369,https://dadosabertos.camara.leg.br/api/v2/deputados/204369,Caroline de Toni,PL,https://dadosabertos.camara.leg.br/api/v2/partidos/37906,SC,57,https://www.camara.leg.br/internet/deputado/bandep/204369.jpg,dep.carolinedetoni@camara.leg.br
220699,https://dadosabertos.camara.leg.br/api/v2/deputados/220699,Castro Neto,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,PI,57,https://www.camara.leg.br/internet/deputado/bandep/220699.jpg,dep.castroneto@camara.leg.br
206018,https://dadosabertos.camara.leg.br/api/v2/deputados/206018,Célia Xakriabá,PSOL,https://dadosabertos.camara.leg.br/api/v2/partidos/36839,MG,57,https://www.camara.leg.br/internet/deputado/bandep/206018.jpg,dep.celiaxakriaba@camara.leg.br
178876,https://dadosabertos.camara.leg.br/api/v2/deputados/178876,Célio Silveira,MDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36899,GO,57,https://www.camara.leg.br/internet/deputado/bandep/178876.jpg,dep.celiosilveira@camara.leg.br
204488,https://dadosabertos.camara.leg.br/api/v2/deputados/204488,Célio Studart,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,CE,57,https://www.camara.leg.br/internet/deputado/bandep/204488.jpg,dep.celiostudart@camara.leg.br
73441,https://dadosabertos.camara.leg.br/api/v2/deputados/73441,Celso Russomanno,REPUBLICANOS,https://dadosabertos.camara.leg.br/api/v2/partidos/37908,SP,57,https://www.camara.leg.br/internet/deputado/bandep/73441.jpg,dep.celsorussomanno@camara.leg.br
204496,https://dadosabertos.camara.leg.br/api/v2/deputados/204496,Celso Sabino,UNIÃO,https://dadosabertos.camara.leg.br/api/v2/partidos/38009,PA,57,https://www.camara.leg.br/internet/deputado/bandep/204496.jpg,
204504,https://dadosabertos.camara.leg.br/api/v2/deputados/204504,Cezinha de Madureira,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,SP,57,https://www.camara.leg.br/internet/deputado/bandep/204504.jpg,dep.cezinhademadureira@camara.leg.br
205476,https://dadosabertos.camara.leg.br/api/v2/deputados/205476,Charles Fernandes,PSD,https://dadosabertos.camara.leg.br/api/v2/partidos/36834,BA,57,https://www.camara.leg.br/internet/deputado/bandep/205476.jpg,dep.charlesfernandes@camara.leg.br
74171,https://dadosabertos.camara.leg.br/api/v2/deputados/74171,Chico Alencar,PSOL,https://dadosabertos.camara.leg.br/api/v2/partidos/36839,RJ,57,https://www.camara.leg.br/internet/deputado/bandep/74171.jpg,dep.chicoalencar@camara.leg.br
204476,https://dadosabertos.camara.leg.br/api/v2/deputados/204476,Chiquinho Brazão,UNIÃO,https://dadosabertos.camara.leg.br/api/v2/partidos/36852,RJ,57,https://www.camara.leg.br/internet/deputado/bandep/204476.jpg,
204476,https://dadosabertos.camara.leg.br/api/v2/deputados/204476,Chiquinho Brazão,S.PART.,https://dadosabertos.camara.leg.br/api/v2/partidos/36852,RJ,57,https://www.camara.leg.br/internet/deputado/bandep/204476.jpg,
